_id,id,longitude,latitude,alamat,desa,kecamatan,pemilik site,tinggi,luas tanah,tipe menara,tipe site,lokasi
1,250266,110.31496,-7.83801,Ngentak rt. 05,Bangunjiwo,Kasihan ,PT. Akses Prima Indonesia,42,150,4 KAKI,Greenfield,pemukiman
2,250096,110.3667,-7.836,Jl. Ring Road Selatan,Bangunharjo,Sewon,"PT. Bali Towerindo Sentra,Tbk.",18,2,Monopole,Greenfield,pemukiman
3,250094,110.33716,-7.80744,Jl. Sonopakis Kidul Rt. 02,Ngestiharjo,Kasihan,"PT. Bali Towerindo Sentra,Tbk.",18,2,Monopole,Greenfield,pemukiman
4,250271,110.420301,-7.820162,Jl. Wonosari  Dukuh Mantup Rt. 12,Baturetno,Banguntapan,"PT. Bali Towerindo Sentra,Tbk.",26,4,POLE,Greenfield,pemukiman
5,250274,110.280468,-7.802612,Jl. Monumen Brimob Rt. 009,Argomulyo,Sedayu ,"PT. Bali Towerindo Sentra,Tbk.",21,1,POLE,Greenfield,pemukiman
6,250275,110.26966,-7.81218,Jl. Wates Dusun Karanglo Rt. 06,Argomulyo,Sedayu ,"PT. Bali Towerindo Sentra,Tbk.",26,1,POLE,Greenfield,pemukiman
7,250097,110.40796,-7.8292,Jl. Ring Road Timur,Banguntapan,Banguntapan,"PT. Bali Towerindo Sentra,Tbk.",21,2,Monopole,Greenfield,pemukiman
8,250098,110.4102,-7.81567,Jl. Ring Road Selatan Dusun Jaranan,Banguntapan,Banguntapan,"PT. Bali Towerindo Sentra,Tbk.",21,2,Monopole,Greenfield,pemukiman
9,250099,110.408861,-7.807256,Jl. Ring Road Timur Jomblangan,Banguntapan,Banguntapan,"PT. Bali Towerindo Sentra,Tbk.",21,2,Monopole,Greenfield,pemukiman
10,250105,110.33842,-7.89331,Jl. Wahidin Sudiro Husodo Dusun Bantul Timur,Trirenggo,Bantul,"PT. Bali Towerindo Sentra,Tbk.",20,2,Monopole,Greenfield,pemukiman
11,250106,110.33773,-7.8955,Jl. RA. Kartini RT. 03 Dusun Bantul Timur,Trirenggo,Bantul,"PT. Bali Towerindo Sentra,Tbk.",20,2,Monopole,Greenfield,pemukiman
12,250109,110.3559,-7.84928,Jl. KH. Ali Maksum Dusun Glondong RT. 05,Panggungharjo,Sewon,"PT. Bali Towerindo Sentra,Tbk.",20,2,Monopole,Greenfield,pemukiman
13,250110,110.37357,-7.82762,Jl. Imogiri KM. 4 Dusun Jotawang RT. 01,Bangunharjo,Sewon,"PT. Bali Towerindo Sentra,Tbk.",20,2,Monopole,Greenfield,pemukiman
14,250113,110.39854,-7.79175,Jl. Sorowajan Baru,Banguntapan,Banguntapan,"PT. Bali Towerindo Sentra,Tbk.",20,2,Monopole,Greenfield,pemukiman
15,250117,110.34891,-7.81562,Jl. Bugisan Dusun Jomegatan RT. 13,Ngestiharjo,Kasihan,"PT. Bali Towerindo Sentra,Tbk.",20,2,Monopole,Greenfield,pemukiman
16,250125,110.40932,-7.80363,Jl. Ring Road Selatan,Banguntapan,Banguntapan,"PT. Bali Towerindo Sentra,Tbk.",20,2,Monopole,Greenfield,pemukiman
17,250127,110.336719,-7.82567,Jl. Ring Road Selatan  Dusun Menayu Kulon RT. 07,Tirtonirmolo,Kasihan,"PT. Bali Towerindo Sentra,Tbk.",21,2,Monopole,Greenfield,pemukiman
18,250128,110.4097,-7.824776,Jl. Ring Road Selatan Dusun Modalan RT. 03,Banguntapan,Banguntapan,"PT. Bali Towerindo Sentra,Tbk.",21,2,Monopole,Greenfield,pemukiman
19,250132,110.3569,-7.84075,Jl. KH. Ali Maksum,Panggungharjo,Sewon,"PT. Bali Towerindo Sentra,Tbk.",20,2,Monopole,Greenfield,pemukiman
20,250134,110.37395,-7.83206,Jl. Imogiri Barat,Bangunharjo,Sewon,"PT. Bali Towerindo Sentra,Tbk.",20,2,Monopole,Greenfield,pemukiman
21,250136,110.4053,-7.80315,Jl. Gatot Kaca Rt. 10 Rw. 34 Juru Gentong,Banguntapan,Banguntapan,"PT. Bali Towerindo Sentra,Tbk.",21,2,Monopole,Greenfield,pemukiman
22,250146,110.34525,-7.81679,Jl. Jomegatan Dusun Jomegatan RT. 7,Ngestiharjo,Kasihan,"PT. Bali Towerindo Sentra,Tbk.",20,2,Monopole,Greenfield,pemukiman
23,250219,110.408559,-7.811362,Jl. Ringroad Timur Dusun Tegaltandan RT. 17,Banguntapan,Banguntapan,"PT. Bali Towerindo Sentra,Tbk.",21,2,Monopole,Greenfield,pemukiman
24,250270,110.405032,-7.811653,Jl. Rajawali Padukuhan Jaranan RT. 01,Banguntapan,Banguntapan,"PT. Bali Towerindo Sentra,Tbk.",26,2,POLE,Greenfield,pemukiman
25,150167,110.407215,-7.7926643,Akakom Janti,Banguntapan,Banguntapan,PT. CENTRATAMA MENARA INDONESIA,6,10,POLE,Rooftop,pemukiman
26,250255,110.33526,-7.89381,Jl. Marsda Adi Sucipto Dukuh Bejen Rt. 05,Bantul,Bantul,PT. CENTRATAMA MENARA INDONESIA,32,70,3 KAKI,Greenfield,pemukiman
27,250204,110.42085,-7.83062,Dk. Salakan Rt. 02,Potorono,Banguntapan,PT. Dayamitra Telekomunikasi,42,150,4 KAKI,Greenfield,pemukiman
28,150017,110.3747591,-7.8521265,Kaluran RT 01 Bakung,Bangunharjo,Sewon ,PT. Dayamitra Telekomunikasi,52,52,4 KAKI,Greenfield,pemukiman
29,150043,110.4128298,-7.8461727,Dusun Joho Rt 01,Jambidan,Banguntapan,PT. Dayamitra Telekomunikasi,52,42,4 KAKI,Greenfield,pemukiman
30,150056,110.3460256,-7.816524,Jomegaten Rt 07 Rw 21,Ngestiharjo,Kasihan ,PT. Dayamitra Telekomunikasi,40,42,4 KAKI,Greenfield,pemukiman
31,150094,110.3495903,-7.8805489,Kersan/Balong,Timbulharjo,Sewon ,PT. Dayamitra Telekomunikasi,52,144,3 KAKI,Greenfield,pemukiman
32,150100,110.3535758,-7.9058405,"Jl Parangtritis Km 12,5 Ngaglik",Patalan,Jetis ,PT. Dayamitra Telekomunikasi,52,52,4 KAKI,Greenfield,pemukiman
33,150132,110.3117586,-7.9549356,Dusun jomblang Rt 02 Rw 25,Mulyodadi,Bambanglipuro ,PT. Dayamitra Telekomunikasi,52,50,4 KAKI,Greenfield,pemukiman
34,150152,110.3212619,-7.8966674,Jetis Sumuran,Palbapang,Bantul,PT. Dayamitra Telekomunikasi,62,62,4 KAKI,Greenfield,pemukiman
35,150153,110.3354272,-7.8924538,Jl Dr Wahidin Sudiro,Bantul,Bantul,PT. Dayamitra Telekomunikasi,62,146,4 KAKI,Greenfield,pemukiman
36,150193,110.4322619,-7.8848746,Dusun Ploso,Wonolelo,Pleret ,PT. Dayamitra Telekomunikasi,52,225,4 KAKI,Greenfield,pemukiman
37,150205,110.3561432,-7.8352176,Karang Nongko RT 08,Panggungharjo,Sewon ,PT. Dayamitra Telekomunikasi,62,42,4 KAKI,Greenfield,pemukiman
38,150215,110.3194879,-7.8598144,Kembang Putihan,Guwosari,Pajangan ,PT. Dayamitra Telekomunikasi,72,100,4 KAKI,Greenfield,pemukiman
39,150231,"110,35273","-7,86176","Dsn. Bangi RT. 07, Dukuh. Dadapan, Ds. Timbulharjo",Timbulharjo,Sewon ,PT. Dayamitra Telekomunikasi,42,100,4 KAKI,Greenfield,pemukiman
40,150232,110.381362,-7.846242,Jl.Desa Bopongan Rt.03,Tamanan,Banguntapan,PT. Dayamitra Telekomunikasi,48,100,4 KAKI,Greenfield,pemukiman
41,150250,110.27443,-7.98909,Dusun Baran Rt 072,Srigading,Sanden ,PT. Dayamitra Telekomunikasi,52,52,4 KAKI,Greenfield,pemukiman
42,250056,110.36531,-7.92765,Serayu Dk Beran Rt 03,Canden,Jetis ,PT. Dayamitra Telekomunikasi,62,150,4 KAKI,Greenfield,pemukiman
43,250198,110.33367,-7.81651,Dsn. Tempuran Rt. 08,Tamantirto,Kasihan ,PT. Dayamitra Telekomunikasi,36,100,POLE,Greenfield,pemukiman
44,250239,110.37728,-7.87244,Dukuh Ngentak Rt. 01,Timbulharjo,Sewon ,PT. Dayamitra Telekomunikasi,52,100,4 KAKI,Greenfield,persawahan
45,250243,110.333417,-7.90747,Jopaitan Serut Rt. 02,Palbapang,Bantul,PT. Dayamitra Telekomunikasi,42,150,4 KAKI,Greenfield,pemukiman
46,250247,110.31676,-7.83741,Karangjati Rt. 006,Bangunjiwo,Kasihan ,PT. Dayamitra Telekomunikasi,30,16,POLE,Greenfield,pemukiman
47,250277,110.41037,-7.85204,Demangan Tegal Rt. 03,Jambidan,Banguntapan,PT. Dayamitra Telekomunikasi,42,120,4 KAKI,Greenfield,persawahan
48,250278,110.29289,-7.874313,Dusun Gupak Warak Rt. 02,Sendangsari,Pajangan ,PT. Dayamitra Telekomunikasi,42,144,POLE,Greenfield,pemukiman
49,250280,110.38267,-7.83893,Dukuh Tamanan Wetan,Tamanan,Banguntapan,PT. Dayamitra Telekomunikasi,30,80,POLE,Greenfield,persawahan
50,250282,110.34789,-7.7925,Soragan Dukuh 03 Rt. 02,Ngestiharjo,Kasihan ,PT. Dayamitra Telekomunikasi,30,25,POLE,Greenfield,pemukiman
51,250283,110.414244,-7.81576,Kalangan Rt. 10,Baturetno,Banguntapan,PT. Dayamitra Telekomunikasi,30,25,POLE,Greenfield,pemukiman
52,250305,110.3023,-7.96844,Dusun Krajan RT. 01,Trimulyo,Kretek,PT. Dayamitra Telekomunikasi,42,100,4 KAKI,Greenfield,pemukiman
53,250307,110.32964,-7.85189,Banyon RT. 72,Pendowoharjo,Sewon ,PT. Dayamitra Telekomunikasi,42,100,3 KAKI,Greenfield,pemukiman
54,250315,110.38471,-7.90756,Dusun Manggung RT. 03,Wukirsari,Imogiri ,PT. Dayamitra Telekomunikasi,42,100,4 KAKI,Greenfield,pemukiman
55,250316,110.34332,-7.9795,Soka RT. 06,Seloharjo,Pundong ,PT. Dayamitra Telekomunikasi,42,100,4 KAKI,Greenfield,pemukiman
56,250323,110.38847,-7.86105,Jati RT. 06,Wonokromo,Pleret ,PT. Dayamitra Telekomunikasi,42,100,4 KAKI,Greenfield,pemukiman
57,250303,110.38216,-7.90941,Dusun Bendo RT. 04,Wukirsari,Imogiri ,PT. Gihon Telekomunikasi Indonesia,42,64,3 KAKI,Greenfield,pemukiman
58,150207,110.3747366,-7.8360522,Jl. Ringroad Selatan Gg Usaha Wojo Rt 04,Bangunharjo,Sewon ,PT. Hutchison 3 Indonesia,8,8,POLE,Rooftop,pemukiman
59,250014,110.4249,-7.8231,Potorono Rt 01,Potorono,Banguntapan,PT. Hutchison 3 Indonesia,42,42,4 KAKI,Greenfield,pemukiman
60,250026,110.32867,-7.81925,Brajan Rt 002,Tamantirto,Kasihan ,PT. Hutchison 3 Indonesia,42,42,3 KAKI,Greenfield,pemukiman
61,250033,110.40822,-7.79769,Kanoman Tegal Pasar Rt 10/20,Banguntapan,Banguntapan,PT. Hutchison 3 Indonesia,18,18,POLE,Rooftop,pemukiman
62,250034,110.32485,-7.86927,Kaligawe Dk Geblag Rt 01,Bantul,Bantul,PT. Hutchison 3 Indonesia,42,42,3 KAKI,Greenfield,pemukiman
63,250035,110.3555,-7.85152,Prancak Dukuh Dk Glondong Rt 03,Panggungharjo,Sewon ,PT. Hutchison 3 Indonesia,25,150,3 KAKI,Rooftop,pemukiman
64,250036,110.31874,-7.88911,Jetak Rt 03,Ringinharjo,Bantul,PT. Hutchison 3 Indonesia,42,42,3 KAKI,Greenfield,pemukiman
65,250037,110.31212,-7.92272,Kanutan Rt 03,Sumbermulyo,Bambanglipuro ,PT. Hutchison 3 Indonesia,42,42,3 KAKI,Greenfield,pemukiman
66,250057,110.31605,-7.87759,Dukuh Rt 02,Guwosari,Pajangan ,PT. Hutchison 3 Indonesia,42,72,3 KAKI,Greenfield,pemukiman
67,250060,110.33544,-7.87488,Melikan Lor Rt 06,Bantul,Bantul,PT. Hutchison 3 Indonesia,25,100,4 KAKI,Rooftop,pemukiman
68,250061,110.30667,-7.843,Banaran Rt. 08 Kalirandu,Bangunjiwo,Kasihan ,PT. Hutchison 3 Indonesia,42,150,4 KAKI,Greenfield,pemukiman
69,250244,110.33766,-7.80101,Perum Griya Alvita Sonopakis Lor Rt. 07,Ngestiharjo,Kasihan ,PT. Iforte Solusi Infotek,21,4,POLE,Greenfield,pemukiman
70,250245,110.40988,-7.80176,Wonocatur Rt. 005 Rw. 024,Banguntapan,Banguntapan,PT. Iforte Solusi Infotek,21,4,POLE,Greenfield,pemukiman
71,250246,110.33372,-7.81067,Sidorejo Rt. 008,Ngestiharjo,Kasihan ,PT. Iforte Solusi Infotek,21,4,POLE,Greenfield,pemukiman
72,250251,110.40654,-7.7887,Karangbendo Rt. 05 Rw. 002,Banguntapan,Banguntapan,PT. Iforte Solusi Infotek,21,4,POLE,Greenfield,pemukiman
73,250252,110.37034,-7.8321,Saman Rt. 009,Bangunharjo,Sewon ,PT. Iforte Solusi Infotek,21,4,POLE,Greenfield,pemukiman
74,150001,110.3823762,-7.9192912,Jl Raya Minggiran RT 01,Imogiri,Imogiri ,PT. Indosat,70,225,4 KAKI,Greenfield,pemukiman
75,150037,110.3936263,-7.8698167,Ketonggong,Wonokromo,Pleret ,PT. Indosat,71,225,4 KAKI,Greenfield,pemukiman
76,150054,110.3382591,-7.8086286,Sono Pakis Kidul RT 01,Ngestiharjo,Kasihan ,PT. Indosat,40,225,4 KAKI,Greenfield,pemukiman
77,150062,110.3245376,-7.8149716,Dusun II RT 01 / RW 03,Tamantirto,Kasihan ,PT. Indosat,42,52,4 KAKI,Greenfield,pemukiman
78,150065,110.3524585,-7.8282114,Dongkelan Rt 04,Panggungharjo,Sewon ,PT. Indosat,55,144,4 KAKI,Greenfield,pemukiman
79,150072,110.3266313,-7.8354464,Jagalan Rt 3 Rw 8,Tamantirto,Kasihan ,PT. Indosat,52,72,4 KAKI,Greenfield,pemukiman
80,150082,110.2632854,-7.8131258,"Jl Raya Wates Km 11,5",Argosari,Sedayu ,PT. Indosat,55,225,4 KAKI,Greenfield,pemukiman
81,150087,110.3450928,-7.8486647,Kaliputih RT 10,Pendowoharjo,Sewon ,PT. Indosat,55,144,4 KAKI,Greenfield,pemukiman
82,150097,110.3533674,-7.8955751,Manding RT 01,Sabdodadi,Bantul,PT. Indosat,55,225,4 KAKI,Greenfield,pemukiman
83,150114,110.2639928,-7.9344691,Daguran 17,Trimurti,Srandakan ,PT. Indosat,70,225,4 KAKI,Greenfield,pemukiman
84,150122,110.2955842,-8.0093174,Depok RT 01,Parangtritis,Kretek ,PT. Indosat,52,225,4 KAKI,Greenfield,pemukiman
85,150128,110.3158652,-7.9771147,Tegal Sari,Donotirto,Kretek ,PT. Indosat,55,180,4 KAKI,Greenfield,pemukiman
86,150141,110.2908261,-7.8962021,Benyo RT 01,Sendangsari,Pajangan ,PT. Indosat,52,52,4 KAKI,Greenfield,pemukiman
87,150147,110.3202728,-7.9258747,Kali Godang Gedongan Rt 06,Sumbermulyo,Bambanglipuro ,PT. Indosat,62,225,4 KAKI,Greenfield,pemukiman
88,150149,110.3126553,-7.9073795,Dusun Karang Asem RT 01 / RW 07,Gilangharjo,Pandak ,PT. Indosat,70,225,4 KAKI,Greenfield,pemukiman
89,150154,110.3385909,-7.8967476,Jl Kemuning,Trirenggo,Bantul,PT. Indosat,70,225,4 KAKI,Greenfield,pemukiman
90,150163,110.3981588,-7.7949702,"jl. Arimbi, Sokowetan Rt 04",Banguntapan,Banguntapan,PT. Indosat,12,100,3 KAKI,Greenfield,pemukiman
91,150166,110.4072296,-7.7929411,Akakom Janti,Banguntapan,Banguntapan,PT. Indosat,4.5,10,POLE,Rooftop,pemukiman
92,150175,110.4124185,-7.8059101,Jl Sunten Rt 07 Rw 32,Banguntapan,Banguntapan,PT. Indosat,40,100,4 KAKI,Greenfield,pemukiman
93,150182,110.417889,-7.8337959,Condro Wangsan RT 06,Potorono,Banguntapan,PT. Indosat,52,225,4 KAKI,Greenfield,pemukiman
94,150188,110.4748173,-7.8345157,Dusun Piyungan RT 01,Srimartani,Piyungan ,PT. Indosat,52,144,4 KAKI,Greenfield,pemukiman
95,150198,110.3377448,-7.8656824,Dusun Cepit RT 05,Pendowoharjo,Sewon ,PT. Indosat,55,225,4 KAKI,Greenfield,pemukiman
96,150200,110.3306372,-7.8822146,jl. Kemuning Depok RT 03,Bantul,Bantul,PT. Indosat,53,144,4 KAKI,Greenfield,pemukiman
97,150206,110.3640217,-7.8370669,Dusun Saman RT 04 / RW 01,Bangunharjo,Sewon ,PT. Indosat,52,62,4 KAKI,Greenfield,pemukiman
98,150226,110.40291,-7.80108,Gg Gemak Ds Tegaltandan Rt 03 Rw 33,Banguntapan,Banguntapan,PT. Indosat,40,144,4 KAKI,Greenfield,pemukiman
99,150228,110.351,-7.78069,Jl Kyai Mojo 104,Ngestiharjo,Kasihan ,PT. Indosat,50,144,4 KAKI,Greenfield,pemukiman
100,150240,110.34936,-7.77267,STIE YKP No 21 Tambak,Ngestiharjo,Kasihan ,PT. Indosat,9,6,POLE,Greenfield,pemukiman
101,150004,110.3803447,-7.92118,Ngancar RT 02,Karangtalun,Imogiri ,PT. Inti Bangun Sejahtera,62,62,4 KAKI,Greenfield,pemukiman
